Plot Rep Block Genotype Lat Loc Year Environment EV_V4 EV_V6 PH_V4 PH_V6 PH_final LO TILL FF MF
5597 2 560 DH_KE0124 21 KLW 2018 2018.KLW 6 5 44 88 170 NA 3 83 NA
5598 2 560 DH_KE0262 21 KLW 2018 2018.KLW 5 6 49.8 95.8 180 NA 3 74 NA
5599 2 560 DH_KE0283 21 KLW 2018 2018.KLW 5 5 38.2 67.4 110 NA 1 73 NA
5600 2 560 DH_KE0265 21 KLW 2018 2018.KLW 5 5 40 76.8 185 NA 1 72 NA
5601 1 561 DH_KE0001 22 KLW 2018 2018.KLW 5 6 44 85 150 NA 2 66 NA
5602 1 561 DH_KE0543 22 KLW 2018 2018.KLW 4 5 37.8 72.8 115 NA 2 81 NA
5603 1 561 DH_KE0707 22 KLW 2018 2018.KLW 8 7 49.8 97.4 160 NA 3 75 NA
5604 1 561 DH_KE0160 22 KLW 2018 2018.KLW 5 5 41.2 69.4 95 NA 1 86 NA
5605 1 561 DH_PE0435 22 KLW 2018 2018.KLW 5 5 34 72.8 100 NA 1 66 NA
5606 1 561 DH_KE0186 22 KLW 2018 2018.KLW 7 7 46.4 87.6 170 NA 3 65 NA
5607 1 561 DH_KE0119 22 KLW 2018 2018.KLW 5 5 33.4 71.8 115 NA 1 64 NA
5608 1 561 DH_KE0199 22 KLW 2018 2018.KLW 6 5 46.4 80 155 NA 1 72 NA
5609 1 561 DH_KE0070 22 KLW 2018 2018.KLW 2 2 22.33333333 44 115 NA 1 73 NA
5610 1 561 DH_KE0560 22 KLW 2018 2018.KLW 5 5 39.4 78 135 NA 2 71 NA
5611 1 562 DH_PE0123 22 KLW 2018 2018.KLW 5 4 42.4 82.2 100 NA 2 76 NA
5612 1 562 DH_PE0384 22 KLW 2018 2018.KLW 4 5 37 72.6 120 NA 1 72 NA
5613 1 562 DH_PE0099 22 KLW 2018 2018.KLW 5 5 36.2 68.8 75 NA 5 70 NA
5614 1 562 DH_PE0050 22 KLW 2018 2018.KLW 7 7 55.2 96 115 NA 1 75 NA
5615 1 562 DH_PE0253 22 KLW 2018 2018.KLW 6 5 38.2 71.4 70 NA 5 72 NA
5616 1 562 F2 22 KLW 2018 2018.KLW 5 5 36.4 69 120 NA 1 65 NA
5617 1 562 DH_LL0009 22 KLW 2018 2018.KLW 6 5 43 76.4 120 NA 1 74 NA
5618 1 562 DH_PE0424 22 KLW 2018 2018.KLW 5 4 41.2 78.8 135 NA 1 NA NA
5619 1 562 DH_PE0098 22 KLW 2018 2018.KLW 5 4 33.6 60.4 90 NA 1 79 NA
5620 1 562 DH_PE0084 22 KLW 2018 2018.KLW 5 5 32.4 53.2 75 NA 5 71 NA
5621 1 563 DH_KE0642 22 KLW 2018 2018.KLW 5 5 42 77.2 130 NA 1 67 NA
5622 1 563 DH_KE0188 22 KLW 2018 2018.KLW 4 5 32.6 61.8 125 NA 1 66 NA
5623 1 563 DH_KE0122 22 KLW 2018 2018.KLW 2 2 13.2 29.8 100 NA 1 72 NA
5624 1 563 DH_PE0117 22 KLW 2018 2018.KLW 1 1 12 34 100 NA 2 NA NA
5625 1 563 DH_KE0059 22 KLW 2018 2018.KLW 6 6 44.4 81 125 NA 2 71 NA
5626 1 563 DH_PE0029 22 KLW 2018 2018.KLW 7 5 52.8 91 140 NA 5 72 NA
5627 1 563 DH_PE0129 22 KLW 2018 2018.KLW 5 5 35.6 61.6 110 NA 5 75 NA
5628 1 563 DH_PE0320 22 KLW 2018 2018.KLW 6 5 41.6 76.8 105 NA 5 75 NA
5629 1 563 DH_KE0035 22 KLW 2018 2018.KLW 5 5 47.4 84 115 NA 5 73 NA
5630 1 563 DH_PE0218 22 KLW 2018 2018.KLW 5 5 35 70.2 95 NA 3 81 NA
5631 1 564 DH_LL0199 22 KLW 2018 2018.KLW 5 4 36 66.4 95 NA 1 76 NA
5632 1 564 DH_PE0082 22 KLW 2018 2018.KLW 5 6 41.2 71.8 95 NA 3 66 NA
5633 1 564 DH_PE0285 22 KLW 2018 2018.KLW 4 4 26.6 56 95 NA 2 79 NA
5634 1 564 DH_PE0402 22 KLW 2018 2018.KLW 5 5 35 69.2 125 NA 1 66 NA
5635 1 564 DH_KE0386 22 KLW 2018 2018.KLW 5 5 36.8 68.6 130 NA 3 65 NA
5636 1 564 DH_KE0003 22 KLW 2018 2018.KLW 6 5 38.6 82 145 NA 1 67 NA
5637 1 564 DH_KE0247 22 KLW 2018 2018.KLW 5 5 37 70.6 125 NA 1 71 NA
5638 1 564 DH_KE0512 22 KLW 2018 2018.KLW 6 6 45.4 83.8 110 NA 1 66 NA
5639 1 564 DH_PE0546 22 KLW 2018 2018.KLW 6 5 60 94.4 120 NA 3 73 NA
5640 1 564 DH_PE0010 22 KLW 2018 2018.KLW 5 4 36 59.4 105 NA 5 76 NA
5641 1 565 DH_PE0078 22 KLW 2018 2018.KLW 5 6 44.2 86.2 125 NA 1 71 NA
5642 1 565 DH_PE0401 22 KLW 2018 2018.KLW 6 7 44.8 78.8 120 NA 3 67 NA
5643 1 565 DH_KE0171 22 KLW 2018 2018.KLW 5 5 30.6 65 135 NA 3 73 NA
5644 1 565 DH_PE0240 22 KLW 2018 2018.KLW 5 5 38.2 67.4 110 NA 3 79 NA
5645 1 565 DH_PE0492 22 KLW 2018 2018.KLW 5 5 48.8 87.4 155 NA 5 67 NA
5646 1 565 DH_PE0387 22 KLW 2018 2018.KLW 6 5 48.4 89.6 125 NA 1 74 NA
5647 1 565 DH_PE0324 22 KLW 2018 2018.KLW 5 4 32.4 72.6 150 NA 2 71 NA
5648 1 565 DH_PE0034 22 KLW 2018 2018.KLW 5 5 49.6 87.6 85 NA 1 NA NA
5649 1 565 DH_PE0469 22 KLW 2018 2018.KLW 5 5 41.4 89.6 170 NA 3 75 NA
5650 1 565 DH_KE0378 22 KLW 2018 2018.KLW 6 6 42.4 87.8 185 NA 1 80 NA
5651 1 566 DH_KE0734 22 KLW 2018 2018.KLW 5 5 44.8 80.2 145 NA 5 81 NA
5652 1 566 DH_LL0128 22 KLW 2018 2018.KLW 3 5 38 71.8 110 NA 1 67 NA
5653 1 566 DH_PE0014 22 KLW 2018 2018.KLW 5 7 51.6 94.4 100 NA 1 66 NA
5654 1 566 DH_LL0012 22 KLW 2018 2018.KLW 5 5 34.6 65.2 105 NA 1 75 NA
5655 1 566 DH_PE0357 22 KLW 2018 2018.KLW 6 6 59.2 98.2 115 NA 3 74 NA
5656 1 566 DH_KE0662 22 KLW 2018 2018.KLW 5 5 43.8 78.8 110 NA 2 73 NA
5657 1 566 DH_PE0072 22 KLW 2018 2018.KLW 7 7 60.8 108.8 125 NA 1 75 NA
5658 1 566 DH_PE0310 22 KLW 2018 2018.KLW 5 6 47.4 90.2 150 NA 1 81 NA
5659 1 566 DH_KE0703 22 KLW 2018 2018.KLW 4 5 39.8 72 140 NA 1 71 NA
5660 1 566 DH_KE0452 22 KLW 2018 2018.KLW 7 7 42.8 78.2 120 NA 1 75 NA
5661 1 567 DH_KE0670 22 KLW 2018 2018.KLW 3 3 31.2 57.2 105 NA 2 77 NA
5662 1 567 DH_PE0080 22 KLW 2018 2018.KLW 4 4 26.4 62.6 80 NA 3 73 NA
5664 1 567 DH_KE0577 22 KLW 2018 2018.KLW 5 5 49.6 85.8 140 NA 1 72 NA
5665 1 567 DH_KE0406 22 KLW 2018 2018.KLW 5 5 46.4 81.4 145 NA 2 71 NA
5666 1 567 DH_PE0149 22 KLW 2018 2018.KLW 5 5 41.2 78.6 90 NA 1 71 NA
5667 1 567 DH_KE0151 22 KLW 2018 2018.KLW 5 5 43.4 74 175 NA 1 76 NA
5668 1 567 DH_PE0161 22 KLW 2018 2018.KLW 5 5 52.6 94 135 NA 3 71 NA
5669 1 567 DH_KE0024 22 KLW 2018 2018.KLW 5 5 42 84 150 NA 1 72 NA
5670 1 567 DH_KE0037 22 KLW 2018 2018.KLW 3 3 23.8 57.8 120 NA 1 73 NA
5671 1 568 DH_PE0045 22 KLW 2018 2018.KLW 5 5 45.4 80.6 105 NA 5 65 NA
5673 1 568 DH_KE0071 22 KLW 2018 2018.KLW 5 5 46.8 83.8 125 NA 1 66 NA
5674 1 568 DH_KE0137 22 KLW 2018 2018.KLW 5 5 41.4 79.2 110 NA 1 64 NA
5675 1 568 DH_PE0074 22 KLW 2018 2018.KLW 5 5 49.6 90.4 100 NA 1 82 NA
5676 1 568 DH_PE0674 22 KLW 2018 2018.KLW 5 4 42 82.2 70 NA 3 74 NA
5677 1 568 DH_PE0152 22 KLW 2018 2018.KLW 5 5 44.6 64.4 65 NA 7 82 NA
5678 1 568 DH_PE0202 22 KLW 2018 2018.KLW 5 5 42.2 81.4 75 NA 1 72 NA
5679 1 568 DH_KE0030 22 KLW 2018 2018.KLW 5 5 47.4 86.4 155 NA 1 64 NA
5680 1 568 DH_PE0393 22 KLW 2018 2018.KLW 7 6 54.8 101.4 125 NA 3 72 NA
5681 1 569 DH_KE0574 22 KLW 2018 2018.KLW 7 7 48.2 82.6 140 NA 1 72 NA
5682 1 569 DH_KE0542 22 KLW 2018 2018.KLW 5 6 46.6 81 125 NA 3 66 NA
5683 1 569 DH_PE0052 22 KLW 2018 2018.KLW 4 5 46.4 80.6 90 NA 5 75 NA
5684 1 569 EP1 22 KLW 2018 2018.KLW 5 6 36.2 72.4 110 NA 1 75 NA
5685 1 569 DH_KE0017 22 KLW 2018 2018.KLW 5 5 44.2 76.6 155 NA 5 73 NA
5686 1 569 DH_KE0109 22 KLW 2018 2018.KLW 5 7 42 80.8 130 NA 1 66 NA
5687 1 569 DH_KE0431 22 KLW 2018 2018.KLW 5 6 52.2 86.6 140 NA 3 80 NA
5688 1 569 DH_KE0074 22 KLW 2018 2018.KLW 4 5 38.6 74.8 130 NA 1 74 NA
5689 1 569 DH_PE0400 22 KLW 2018 2018.KLW 5 5 51.2 83 105 NA 5 72 NA
5690 1 569 DH_PE0220 22 KLW 2018 2018.KLW 5 4 36.8 73.2 85 NA 1 79 NA
5691 1 570 DH_PE0017 22 KLW 2018 2018.KLW 4 5 42.6 73.6 110 NA 3 73 NA
5692 1 570 DH_PE0353 22 KLW 2018 2018.KLW 3 4 34.4 67.2 105 NA 3 76 NA
5693 1 570 DH_KE0424 22 KLW 2018 2018.KLW 5 5 35 75.4 130 NA 3 71 NA
5694 1 570 DH_PE0306 22 KLW 2018 2018.KLW 5 5 41.6 91.4 100 NA 3 70 NA
5695 1 570 DH_PE0301 22 KLW 2018 2018.KLW 5 5 39.4 72.8 115 NA 1 67 NA
5696 1 570 DH_PE0132 22 KLW 2018 2018.KLW 6 5 54.8 95.6 115 NA 1 74 NA
5697 1 570 DH_PE0090 22 KLW 2018 2018.KLW 4 4 36 62.2 100 NA 3 73 NA
5698 1 570 DH_KE0091 22 KLW 2018 2018.KLW 5 5 33.2 69.4 130 NA 1 72 NA
5699 1 570 DK105 22 KLW 2018 2018.KLW 6 6 45.6 82.6 150 NA 1 73 NA
5700 1 570 DH_KE0049 22 KLW 2018 2018.KLW 3 3 20.6 47.8 105 NA 1 81 NA
5701 2 571 DH_PE0469 22 KLW 2018 2018.KLW 4 2 32.2 37.75 105 NA 3 86 NA
5702 2 571 DK105 22 KLW 2018 2018.KLW 6 6 47 91.2 145 NA 1 72 NA
5703 2 571 DH_PE0546 22 KLW 2018 2018.KLW 7 7 50.6 90.8 120 NA 2 73 NA
5704 2 571 DH_KE0703 22 KLW 2018 2018.KLW 5 5 39.4 75.6 130 NA 2 72 NA
5705 2 571 DH_KE0035 22 KLW 2018 2018.KLW 5 5 52.8 83.4 120 NA 3 73 NA
5706 2 571 DH_PE0400 22 KLW 2018 2018.KLW 5 5 50.2 84.2 105 NA 5 74 NA
5707 2 571 DH_KE0070 22 KLW 2018 2018.KLW 3 3 17.8 41.2 115 NA 1 75 NA
5708 2 571 DH_KE0024 22 KLW 2018 2018.KLW 6 6 42 82.4 160 NA 1 71 NA
5709 2 571 DH_PE0098 22 KLW 2018 2018.KLW 4 5 37.6 73.2 75 NA 2 79 NA
5710 2 571 DH_KE0030 22 KLW 2018 2018.KLW 5 5 39.6 75.4 120 NA 1 65 NA
5711 2 572 DH_PE0324 22 KLW 2018 2018.KLW 5 5 35.8 79 145 NA 3 70 NA
5712 2 572 DH_PE0090 22 KLW 2018 2018.KLW 4 4 34.2 61.6 90 NA 1 75 NA
5713 2 572 DH_KE0247 22 KLW 2018 2018.KLW 5 6 41.6 72.6 125 NA 1 72 NA
5714 2 572 DH_PE0072 22 KLW 2018 2018.KLW 7 6 52.4 94.2 140 NA 1 75 NA
5715 2 572 DH_PE0129 22 KLW 2018 2018.KLW 4 4 33.6 62.6 115 NA 5 75 NA
5716 2 572 DH_KE0431 22 KLW 2018 2018.KLW 7 6 55 82.6 145 NA 5 80 NA
5717 2 572 DH_KE0119 22 KLW 2018 2018.KLW 5 5 27.8 65.6 105 NA 1 66 NA
5718 2 572 DH_KE0151 22 KLW 2018 2018.KLW 5 5 41.2 65 155 NA 1 79 NA
5719 2 572 DH_LL0009 22 KLW 2018 2018.KLW 5 5 43 79 100 NA 1 74 NA
5720 2 572 DH_PE0152 22 KLW 2018 2018.KLW 4 5 35 59.2 75 NA 7 82 NA
5721 2 573 DH_PE0078 22 KLW 2018 2018.KLW 6 6 46.6 84.8 125 NA 1 72 NA
5722 2 573 DH_PE0017 22 KLW 2018 2018.KLW 5 5 45 88.4 115 NA 1 72 NA
5723 2 573 DH_LL0199 22 KLW 2018 2018.KLW 5 5 35 68.2 100 NA 3 73 NA
5724 2 573 DH_KE0734 22 KLW 2018 2018.KLW 5 6 43.2 82.6 140 NA 1 80 NA
5725 2 573 DH_KE0642 22 KLW 2018 2018.KLW 5 6 42 79.2 135 NA 5 66 NA
5726 2 573 DH_KE0574 22 KLW 2018 2018.KLW 7 7 48.6 83.4 135 NA 1 73 NA
5727 2 573 DH_KE0001 22 KLW 2018 2018.KLW 5 5 43.6 79.2 130 NA 1 67 NA
5728 2 573 DH_KE0670 22 KLW 2018 2018.KLW 5 5 35.2 66 120 NA 1 73 NA
5729 2 573 DH_PE0123 22 KLW 2018 2018.KLW 4 5 35.4 80.6 90 NA 3 75 NA
5730 2 573 DH_PE0045 22 KLW 2018 2018.KLW 5 5 49.6 86.6 110 NA 1 65 NA
5731 2 574 DH_PE0034 22 KLW 2018 2018.KLW 5 5 44.2 87.2 80 NA 7 NA NA
5732 2 574 DH_KE0091 22 KLW 2018 2018.KLW 5 5 36.6 68.8 145 NA 1 72 NA
5733 2 574 DH_KE0512 22 KLW 2018 2018.KLW 6 6 44.6 84.2 125 NA 3 66 NA
5734 2 574 DH_PE0310 22 KLW 2018 2018.KLW 5 5 45.4 87.8 140 NA 3 80 NA
5735 2 574 DH_PE0320 22 KLW 2018 2018.KLW 5 4 37 73.2 100 NA 1 75 NA
5736 2 574 DH_KE0074 22 KLW 2018 2018.KLW 5 5 41.6 72.2 145 NA 5 71 NA
5737 2 574 DH_KE0199 22 KLW 2018 2018.KLW 5 5 47.8 87.4 155 NA 1 72 NA
5738 2 574 DH_PE0161 22 KLW 2018 2018.KLW 5 5 48.2 90.8 125 NA 1 74 NA
5739 2 574 DH_PE0424 22 KLW 2018 2018.KLW 4 4 38 81.6 130 NA 1 81 NA
5740 2 574 F64 22 KLW 2018 2018.KLW 3 4 30 58.6 155 NA 1 89 NA
5741 2 575 DH_PE0387 22 KLW 2018 2018.KLW 5 5 38.4 80 120 NA 1 80 NA
5742 2 575 DH_PE0132 22 KLW 2018 2018.KLW 5 5 37 80.2 105 NA 1 80 NA
5743 2 575 DH_KE0003 22 KLW 2018 2018.KLW 5 5 39 70 140 NA 1 71 NA
5744 2 575 DH_KE0662 22 KLW 2018 2018.KLW 7 6 43.6 75.2 110 NA 1 70 NA
5745 2 575 DH_PE0029 22 KLW 2018 2018.KLW 6 5 47.4 92.8 135 NA 7 71 NA
5746 2 575 DH_KE0109 22 KLW 2018 2018.KLW 5 5 37.6 75.2 130 NA 1 64 NA
5747 2 575 DH_KE0186 22 KLW 2018 2018.KLW 5 6 51.6 85.4 150 NA 1 65 NA
5748 2 575 DH_PE0149 22 KLW 2018 2018.KLW 5 5 50.2 84.6 100 NA 2 72 NA
5749 2 575 F2 22 KLW 2018 2018.KLW 3 3 27.6 72.6 115 NA 1 67 NA
5750 2 575 DH_PE0674 22 KLW 2018 2018.KLW 5 5 38.4 74.4 80 NA 2 71 NA
5751 2 576 DH_KE0171 22 KLW 2018 2018.KLW 5 6 35 67 155 NA 3 74 NA
5752 2 576 DH_KE0424 22 KLW 2018 2018.KLW 4 4 41.2 70.4 125 NA 3 75 NA
5753 2 576 DH_PE0285 22 KLW 2018 2018.KLW 3 5 33 67.75 85 NA 2 76 NA
5754 2 576 DH_PE0014 22 KLW 2018 2018.KLW 5 5 49.4 83.6 100 NA 1 65 NA
5755 2 576 DH_KE0122 22 KLW 2018 2018.KLW 1 2 20 44 80 NA 1 71 NA
5756 2 576 DH_PE0052 22 KLW 2018 2018.KLW 3 4 31.4 64.6 80 NA 3 80 NA
5757 2 576 DH_KE0707 22 KLW 2018 2018.KLW 6 6 46.6 86.8 135 NA 3 79 NA
5759 2 576 DH_PE0099 22 KLW 2018 2018.KLW 4 5 35.4 69.8 70 NA 7 74 NA
5760 2 576 DH_KE0071 22 KLW 2018 2018.KLW 5 5 41 77.6 130 NA 2 66 NA
5761 2 577 DH_PE0492 22 KLW 2018 2018.KLW 5 5 48 79.6 165 NA 5 66 NA
5762 2 577 DH_PE0301 22 KLW 2018 2018.KLW 7 6 46.6 85.4 95 NA 1 67 NA
5763 2 577 DH_KE0386 22 KLW 2018 2018.KLW 5 5 38.6 68.2 120 NA 5 66 NA
5764 2 577 DH_PE0357 22 KLW 2018 2018.KLW 6 6 55.2 97.8 100 NA 3 82 NA
5765 2 577 DH_KE0059 22 KLW 2018 2018.KLW 5 5 41 80 120 NA 3 70 NA
5766 2 577 DH_KE0017 22 KLW 2018 2018.KLW 5 5 37.4 74.8 145 NA 5 74 NA
5767 2 577 DH_PE0435 22 KLW 2018 2018.KLW 5 5 39.6 78 90 NA 1 72 NA
5768 2 577 DH_KE0406 22 KLW 2018 2018.KLW 5 5 43 79.8 150 NA 1 67 NA
5769 2 577 DH_PE0253 22 KLW 2018 2018.KLW 5 5 42 76.2 65 NA 5 67 NA
5770 2 577 DH_PE0074 22 KLW 2018 2018.KLW 5 5 42.8 89.8 110 NA 1 76 NA
5771 2 578 DH_KE0378 22 KLW 2018 2018.KLW 6 6 47.4 91.2 180 NA 1 80 NA
5772 2 578 DH_KE0049 22 KLW 2018 2018.KLW 3 3 23.6 64.4 110 NA 1 79 NA
5773 2 578 DH_PE0010 22 KLW 2018 2018.KLW 5 4 54.6 66.8 75 NA 7 79 NA
5774 2 578 DH_KE0452 22 KLW 2018 2018.KLW 7 6 45.6 76.8 115 NA 5 74 NA
5775 2 578 DH_PE0218 22 KLW 2018 2018.KLW 4 4 32.6 62 95 NA 1 82 NA
5776 2 578 DH_PE0220 22 KLW 2018 2018.KLW 5 5 41.2 83.6 80 NA 1 75 NA
5777 2 578 DH_KE0560 22 KLW 2018 2018.KLW 5 5 39.6 69.6 130 NA 1 71 NA
5778 2 578 DH_KE0037 22 KLW 2018 2018.KLW 4 4 30 54.4 120 NA 1 72 NA
5779 2 578 DH_PE0084 22 KLW 2018 2018.KLW 4 5 35.4 58.8 75 NA 3 72 NA
5780 2 578 DH_PE0393 22 KLW 2018 2018.KLW 5 6 44.2 90 105 NA 1 79 NA
5781 2 579 DH_PE0240 22 KLW 2018 2018.KLW 5 5 43.4 74.2 95 NA 7 80 NA
5782 2 579 DH_PE0306 22 KLW 2018 2018.KLW 5 5 37.4 84.2 95 NA 1 71 NA
5783 2 579 DH_PE0402 22 KLW 2018 2018.KLW 4 5 37 69.4 125 NA 1 67 NA
5784 2 579 DH_LL0012 22 KLW 2018 2018.KLW 4 4 35.2 70.6 110 NA 2 72 NA
5785 2 579 DH_PE0117 22 KLW 2018 2018.KLW 2 3 24 51.8 75 NA 3 75 NA
5786 2 579 EP1 22 KLW 2018 2018.KLW 7 6 42.2 70.2 115 NA 1 74 NA
5787 2 579 DH_KE0160 22 KLW 2018 2018.KLW 5 5 39.6 70.6 95 NA 1 82 NA
5788 2 579 DH_KE0577 22 KLW 2018 2018.KLW 5 5 47 85.2 145 NA 1 74 NA
5789 2 579 DH_PE0050 22 KLW 2018 2018.KLW 5 6 50 95 105 NA 1 75 NA
5790 2 579 DH_KE0137 22 KLW 2018 2018.KLW 5 5 43.2 88 120 NA 2 64 NA
5791 2 580 DH_PE0401 22 KLW 2018 2018.KLW 5 5 45 80.4 110 NA 3 71 NA
5792 2 580 DH_PE0353 22 KLW 2018 2018.KLW 3 3 35.4 62.2 85 NA 3 80 NA
5793 2 580 DH_PE0082 22 KLW 2018 2018.KLW 6 6 44.2 75 90 NA 5 66 NA
5794 2 580 DH_LL0128 22 KLW 2018 2018.KLW 4 5 32.8 71.4 95 NA 1 67 NA
5795 2 580 DH_KE0188 22 KLW 2018 2018.KLW 5 5 34.8 68.4 115 NA 1 62 NA
5796 2 580 DH_KE0542 22 KLW 2018 2018.KLW 7 5 49 86.2 115 NA 5 66 NA
5797 2 580 DH_KE0543 22 KLW 2018 2018.KLW 4 5 30.6 62 90 NA 2 81 NA
5798 2 580 DH_PE0080 22 KLW 2018 2018.KLW 5 5 38.6 73 85 NA 5 73 NA
5799 2 580 DH_PE0384 22 KLW 2018 2018.KLW 5 5 43 86.4 115 NA 2 65 NA
5801 1 581 DH_PE0388 23 KLW 2018 2018.KLW 5 5 44.2 85 115 NA 1 73 NA
5802 1 581 DH_KE0610 23 KLW 2018 2018.KLW 7 5 52.8 92 130 NA 2 71 NA
5803 1 581 DH_PE0657 23 KLW 2018 2018.KLW 5 5 50.2 89.2 85 NA 3 74 NA
5804 1 581 DH_PE0276 23 KLW 2018 2018.KLW 5 5 43.4 83.8 120 NA 1 NA NA
5805 1 581 DH_PE0287 23 KLW 2018 2018.KLW 5 5 44.6 75.6 60 NA 3 66 NA
5806 1 581 DH_KE0248 23 KLW 2018 2018.KLW 4 4 40.4 70.4 110 NA 1 75 NA
5807 1 581 DH_PE0723 23 KLW 2018 2018.KLW 3 5 24.2 56.2 80 NA 1 70 NA
5808 1 581 DH_PE0392 23 KLW 2018 2018.KLW 5 4 34 76.8 115 NA 1 77 NA
5809 1 581 DH_PE0485 23 KLW 2018 2018.KLW 7 5 53 88.4 115 NA 3 72 NA
5810 1 581 DH_PE0405 23 KLW 2018 2018.KLW 4 6 37.2 77.4 120 NA 5 73 NA
5811 1 582 DH_LL0220 23 KLW 2018 2018.KLW 5 5 33.6 61 75 NA 1 75 NA
5812 1 582 DH_KE0428 23 KLW 2018 2018.KLW 5 4 43.8 86.2 105 NA 5 71 NA
5813 1 582 DH_PE0184 23 KLW 2018 2018.KLW 4 5 30.4 63.8 90 NA 3 73 NA
5814 1 582 DH_KE0042 23 KLW 2018 2018.KLW 5 5 39.2 73.4 130 NA 1 73 NA
5815 1 582 DH_KE0193 23 KLW 2018 2018.KLW 4 6 35.2 62.6 110 NA 3 67 NA
5816 1 582 DH_KE0161 23 KLW 2018 2018.KLW 3 5 40 67.2 110 NA 1 71 NA
5817 1 582 DH_PE0273 23 KLW 2018 2018.KLW 4 5 42.6 76.4 95 NA 3 70 NA
5818 1 582 DH_PE0165 23 KLW 2018 2018.KLW 5 5 32.6 69.6 95 NA 1 66 NA
5819 1 582 DH_KE0398 23 KLW 2018 2018.KLW 5 4 39.2 78.8 165 NA 1 81 NA
5820 1 582 DH_KE0353 23 KLW 2018 2018.KLW 6 5 46.2 81.2 110 NA 1 73 NA
5821 1 583 DH_PE0021 23 KLW 2018 2018.KLW 3 6 35.2 65.8 100 NA 1 79 NA
5822 1 583 DH_PE0063 23 KLW 2018 2018.KLW 5 5 38 77.4 110 NA 1 75 NA
5824 1 583 DH_PE0146 23 KLW 2018 2018.KLW 5 5 47.6 87 110 NA 3 79 NA
5825 1 583 DH_PE0371 23 KLW 2018 2018.KLW 5 5 46.4 80.6 115 NA 2 75 NA
5826 1 583 DH_KE0263 23 KLW 2018 2018.KLW 3 5 26.8 56.8 105 NA 1 71 NA
5827 1 583 DH_KE0533 23 KLW 2018 2018.KLW 2 4 30 64 105 NA 3 NA NA
5828 1 583 DH_KE0285 23 KLW 2018 2018.KLW 5 2 36.2 69 130 NA 3 66 NA
5829 1 583 DH_KE0402 23 KLW 2018 2018.KLW 5 5 48.8 92 135 NA 1 72 NA
5830 1 583 DH_PE0125 23 KLW 2018 2018.KLW 5 5 47.8 84.2 115 NA 3 76 NA
5831 1 584 DH_KE0135 23 KLW 2018 2018.KLW 3 5 31.2 61.2 125 NA 2 81 NA
5832 1 584 DH_PE0549 23 KLW 2018 2018.KLW 5 4 54 87.8 110 NA 1 71 NA
5833 1 584 DH_PE0104 23 KLW 2018 2018.KLW 5 5 48 91.6 120 NA 3 72 NA
5834 1 584 DH_KE0437 23 KLW 2018 2018.KLW 5 5 45.2 79 85 NA 5 70 NA
5835 1 584 DH_PE0178 23 KLW 2018 2018.KLW 5 5 45 71.8 70 NA 5 80 NA
5836 1 584 DH_KE0088 23 KLW 2018 2018.KLW 3 3 29.6 52.2 90 NA 1 71 NA
5837 1 584 DH_KE0585 23 KLW 2018 2018.KLW 5 5 40.6 78.2 125 NA 1 71 NA
5838 1 584 DH_KE0098 23 KLW 2018 2018.KLW 5 5 43.8 82.8 130 NA 2 66 NA
5839 1 584 DH_LL0195 23 KLW 2018 2018.KLW 3 4 39.4 75.6 130 NA 1 72 NA
5840 1 584 DH_PE0007 23 KLW 2018 2018.KLW 5 5 40 65.8 60 NA 3 67 NA
5841 1 585 DH_KE0492 23 KLW 2018 2018.KLW 7 5 57.2 107.6 165 NA 3 82 NA
5842 1 585 DH_KE0481 23 KLW 2018 2018.KLW 6 6 49.2 92.4 150 NA 1 66 NA
5843 1 585 DH_PE0158 23 KLW 2018 2018.KLW 5 5 47 78.8 120 NA 7 78 NA
5844 1 585 DH_PE0095 23 KLW 2018 2018.KLW 5 4 39.8 69 90 NA 7 81 NA
5845 1 585 DH_KE0173 23 KLW 2018 2018.KLW 4 5 31.6 62.6 125 NA 3 73 NA
5846 1 585 DH_KE0535 23 KLW 2018 2018.KLW 5 6 42.4 75.2 130 NA 5 75 NA
5847 1 585 DH_PE0239 23 KLW 2018 2018.KLW 4 5 46.2 87.6 110 NA 3 79 NA
5848 1 585 DH_PE0087 23 KLW 2018 2018.KLW 7 7 59.6 105.2 115 NA 3 76 NA
5849 1 585 DH_KE0141 23 KLW 2018 2018.KLW 5 5 40.2 78.6 125 NA 2 76 NA
5850 1 585 DH_PE0168 23 KLW 2018 2018.KLW 5 5 46 85 100 NA 5 79 NA
5851 1 586 DH_PE0452 23 KLW 2018 2018.KLW 5 5 44.4 77.4 125 NA 1 65 NA
5852 1 586 DH_PE0459 23 KLW 2018 2018.KLW 6 6 48.6 86 125 NA 5 78 NA
5853 1 586 DH_KE0460 23 KLW 2018 2018.KLW 5 5 44.6 79.8 125 NA 2 65 NA
5854 1 586 DH_PE0235 23 KLW 2018 2018.KLW 5 5 40.4 86.8 100 NA 5 64 NA
5856 1 586 DH_KE0510 23 KLW 2018 2018.KLW 5 5 42.2 78.2 130 NA 5 65 NA
5857 1 586 DH_KE0602 23 KLW 2018 2018.KLW 5 4 37 68.6 125 NA 5 72 NA
5858 1 586 DH_KE0331 23 KLW 2018 2018.KLW 5 5 27.2 72.6 130 NA 1 82 NA
5859 1 586 DH_KE0206 23 KLW 2018 2018.KLW 5 5 42.8 75 140 NA 1 73 NA
