Plot Rep Block Genotype Lat Loc Year Environment EV_V4 EV_V6 PH_V4 PH_V6 PH_final LO TILL FF MF
7044 1 705 DH_PE0061 36 ROG 2017 2017.ROG 3 2 11 16 101 1 1 84 NA
7045 1 705 DH_KE0090 36 ROG 2017 2017.ROG 5 5 20 45 134.6666667 1 4 70 NA
7046 1 705 DH_KE0692 36 ROG 2017 2017.ROG 7 6 31.33333333 60.66666667 143.6666667 2 5 72 NA
7047 1 705 DH_KE0195 36 ROG 2017 2017.ROG 4 6 25.66666667 57.33333333 148 1 1 70 NA
7048 1 705 DH_PE0475 36 ROG 2017 2017.ROG 6 7 29.66666667 80 118.6666667 1 4 68 NA
7049 1 705 DH_PE0099 36 ROG 2017 2017.ROG 6 6 25.66666667 61.66666667 89.33333333 1 6 72 NA
7050 1 705 DH_KE0617 36 ROG 2017 2017.ROG 6 7 37 82.66666667 165 9 1 74 NA
7051 1 706 DH_KE0235 36 ROG 2017 2017.ROG 5 6 26 58.33333333 145.3333333 1 3 76 NA
7052 1 706 DH_PE0320 36 ROG 2017 2017.ROG 4 5 31 68 117 1 5 74 NA
7053 1 706 DH_KE0194 36 ROG 2017 2017.ROG 5 6 21.33333333 60 119 2 1 74 NA
7055 1 706 DH_KE0353 36 ROG 2017 2017.ROG 5 6 28.33333333 62 121.3333333 1 1 72 NA
7056 1 706 DH_PE0343 36 ROG 2017 2017.ROG 5 6 31.33333333 63.66666667 128 1 4 64 NA
7058 1 706 DH_PE0401 36 ROG 2017 2017.ROG 7 7 25.33333333 65 128.6666667 1 4 70 NA
7059 1 706 DH_KE0298 36 ROG 2017 2017.ROG 4 4 21 45.33333333 115.6666667 1 1 84 NA
7060 1 706 DH_KE0060 36 ROG 2017 2017.ROG 6 6 28 57 152 1 1 64 NA
7061 1 707 DH_PE0021 36 ROG 2017 2017.ROG 5 6 27.33333333 69.66666667 107.3333333 1 1 78 NA
7062 1 707 DH_KE0657 36 ROG 2017 2017.ROG 5 6 23 60.33333333 140.6666667 4 4 72 NA
7063 1 707 DH_KE0040 36 ROG 2017 2017.ROG 7 8 44.66666667 82 155 1 4 64 NA
7064 1 707 DH_PE0251 36 ROG 2017 2017.ROG 6 6 22.66666667 68.33333333 123.6666667 1 4 78 NA
7065 1 707 DH_PE0176 36 ROG 2017 2017.ROG 4 6 23.66666667 69.33333333 133.3333333 1 3 82 NA
7067 1 707 DH_KE0465 36 ROG 2017 2017.ROG 6 6 26 63.33333333 154.3333333 5 4 76 NA
7068 1 707 DH_PE0468 36 ROG 2017 2017.ROG 7 6 35.33333333 84.33333333 167.6666667 1 6 64 NA
7069 1 707 DH_KE0153 36 ROG 2017 2017.ROG 5 5 25.66666667 61 159.3333333 1 1 78 NA
7070 1 707 DH_KE0715 36 ROG 2017 2017.ROG 6 7 33.33333333 75 167 1 5 72 NA
7071 1 708 DH_PE0104 36 ROG 2017 2017.ROG 6 6 35.66666667 70 159 1 6 74 NA
7072 1 708 DH_PE0047 36 ROG 2017 2017.ROG 6 7 28 71.66666667 144 1 2 NA NA
7074 1 708 DH_KE0078 36 ROG 2017 2017.ROG 4 6 23 51.66666667 99 1 1 78 NA
7075 1 708 DH_PE0287 36 ROG 2017 2017.ROG 6 6 30.66666667 67 82.66666667 1 4 64 NA
7076 1 708 DH_PE0012 36 ROG 2017 2017.ROG 7 6 36.33333333 73 99.33333333 1 5 74 NA
7077 1 708 DH_PE0362 36 ROG 2017 2017.ROG 6 7 25.33333333 67.33333333 104 1 2 78 NA
7078 1 708 DH_KE0123 36 ROG 2017 2017.ROG 6 6 25.66666667 68.33333333 201 4 3 80 NA
7079 1 708 DH_PE0363 36 ROG 2017 2017.ROG 7 7 30.33333333 84.33333333 157.6666667 1 6 70 NA
7080 1 708 DH_PE0165 36 ROG 2017 2017.ROG 6 6 26 65 111.3333333 1 2 68 NA
7081 1 709 DH_PE0466 36 ROG 2017 2017.ROG 6 7 33.33333333 79.66666667 142.6666667 1 4 66 NA
7082 1 709 EC49A 36 ROG 2017 2017.ROG 6 6 27.66666667 74 148.3333333 1 2 72 NA
7083 1 709 DH_KE0569 36 ROG 2017 2017.ROG 5 5 23.33333333 52 115.6666667 1 1 76 NA
7084 1 709 DH_PE0471 36 ROG 2017 2017.ROG 5 5 22.66666667 61.33333333 138.6666667 1 4 70 NA
7085 1 709 DH_PE0464 36 ROG 2017 2017.ROG 5 5 28.33333333 63.33333333 138.3333333 1 4 80 NA
7087 1 709 DH_KE0125 36 ROG 2017 2017.ROG 5 6 23 60 140 8 3 74 NA
7088 1 709 DH_KE0193 36 ROG 2017 2017.ROG 4 4 19.33333333 49.66666667 99.33333333 1 3 72 NA
7089 1 709 DH_KE0075 36 ROG 2017 2017.ROG 5 5 23 56 152 2 2 78 NA
7090 1 709 DH_KE0198 36 ROG 2017 2017.ROG 6 7 28.66666667 73.33333333 143.6666667 7 4 70 NA
7091 1 710 DH_KE0442 36 ROG 2017 2017.ROG 7 7 30 78.33333333 173 9 3 74 NA
7093 1 710 DH_KE0145 36 ROG 2017 2017.ROG 6 7 26.33333333 71.33333333 142.6666667 1 2 68 NA
7094 1 710 DH_PE0360 36 ROG 2017 2017.ROG 5 6 26 60.33333333 122.3333333 1 1 68 NA
7096 1 710 DH_KE0373 36 ROG 2017 2017.ROG 5 6 23.33333333 58.66666667 126.6666667 1 4 68 NA
7097 1 710 DH_PE0400 36 ROG 2017 2017.ROG 6 6 27.66666667 76 121.3333333 1 6 70 NA
7098 1 710 DH_PE0283 36 ROG 2017 2017.ROG 6 6 31.66666667 73.33333333 125 2 6 64 NA
7099 1 710 DH_PE0532 36 ROG 2017 2017.ROG 5 6 27.33333333 71.66666667 115.3333333 1 4 68 NA
7100 1 710 DH_PE0282 36 ROG 2017 2017.ROG 6 6 25 64 126 5 8 74 NA
7101 2 711 DH_PE0190 36 ROG 2017 2017.ROG 6 6 24.66666667 64.33333333 79.66666667 1 5 72 NA
7103 2 711 DH_KE0090 36 ROG 2017 2017.ROG 4 5 20.66666667 51.66666667 124 5 6 70 NA
7104 2 711 DH_PE0176 36 ROG 2017 2017.ROG 5 6 22.66666667 67.66666667 132.6666667 1 3 82 NA
7105 2 711 DH_PE0284 36 ROG 2017 2017.ROG 5 6 31.33333333 78.66666667 128.6666667 1 7 72 NA
7106 2 711 DH_PE0464 36 ROG 2017 2017.ROG 4 5 28 61.33333333 124.3333333 1 5 80 NA
7107 2 711 DH_PE0287 36 ROG 2017 2017.ROG 6 5 25 71 73.66666667 1 5 64 NA
7108 2 711 DH_KE0353 36 ROG 2017 2017.ROG 5 6 28.66666667 61.33333333 110.6666667 1 3 74 NA
7110 2 711 DH_KE0417 36 ROG 2017 2017.ROG 5 6 27.33333333 71 128 1 1 74 NA
7111 2 712 DH_PE0216 36 ROG 2017 2017.ROG 6 7 29 74.66666667 122.6666667 2 5 68 NA
7112 2 712 DH_PE0469 36 ROG 2017 2017.ROG 3 3 13.33333333 30.33333333 82.66666667 1 1 82 NA
7113 2 712 DH_PE0116 36 ROG 2017 2017.ROG 7 7 28.66666667 65.33333333 116 1 8 70 NA
7114 2 712 DH_KE0657 36 ROG 2017 2017.ROG 6 6 24.66666667 66.66666667 134.6666667 7 4 74 NA
7115 2 712 DH_KE0508 36 ROG 2017 2017.ROG 5 7 32.33333333 91.66666667 148 1 4 70 NA
7116 2 712 EC49A 36 ROG 2017 2017.ROG 6 6 26 65.33333333 139.6666667 1 1 74 NA
7117 2 712 DH_PE0047 36 ROG 2017 2017.ROG 6 7 29 74.66666667 134.3333333 2 1 NA NA
7118 2 712 DH_PE0320 36 ROG 2017 2017.ROG 4 5 33 66 126.3333333 1 4 72 NA
7120 2 712 DH_PE0626 36 ROG 2017 2017.ROG 6 6 25 68.33333333 118 1 6 86 NA
7121 2 713 DH_PE0113 36 ROG 2017 2017.ROG 6 6 24.66666667 58.33333333 77.66666667 1 7 70 NA
7122 2 713 DH_KE0183 36 ROG 2017 2017.ROG 6 6 20 57.66666667 119.6666667 1 2 70 NA
7123 2 713 DH_PE0612 36 ROG 2017 2017.ROG 5 6 22 63 78.33333333 1 3 64 NA
7124 2 713 DH_PE0021 36 ROG 2017 2017.ROG 6 7 34.66666667 78.33333333 106.6666667 1 1 74 NA
7126 2 713 DH_PE0466 36 ROG 2017 2017.ROG 6 7 35 85 149 1 4 66 NA
7127 2 713 DH_PE0104 36 ROG 2017 2017.ROG 6 7 35 83.66666667 162.6666667 1 6 72 NA
7128 2 713 DH_KE0235 36 ROG 2017 2017.ROG 7 7 27.33333333 64 152.6666667 1 4 74 NA
7129 2 713 DH_KE0442 36 ROG 2017 2017.ROG 7 7 29 72.33333333 180.3333333 4 2 76 NA
7130 2 713 DH_PE0083 36 ROG 2017 2017.ROG 5 5 27 77.33333333 145 1 3 70 NA
7131 2 714 F03802 36 ROG 2017 2017.ROG 7 8 32 90 156.3333333 1 2 66 NA
7132 2 714 DH_PE0473 36 ROG 2017 2017.ROG 6 6 31.33333333 71.33333333 130.3333333 1 5 74 NA
7133 2 714 DH_KE0692 36 ROG 2017 2017.ROG 6 6 25.66666667 61 138.3333333 4 5 74 NA
7137 2 714 DH_PE0012 36 ROG 2017 2017.ROG 6 6 29 72 99.66666667 1 4 74 NA
7138 2 714 DH_PE0343 36 ROG 2017 2017.ROG 6 6 30.33333333 75 128.6666667 1 4 64 NA
7139 2 714 DH_KE0373 36 ROG 2017 2017.ROG 7 6 28.66666667 62 132.3333333 1 4 64 NA
7140 2 714 DH_PE0213 36 ROG 2017 2017.ROG 6 6 27 60.66666667 106.3333333 1 6 74 NA
7141 2 715 DH_KE0225 36 ROG 2017 2017.ROG 5 5 25.66666667 58.33333333 164.6666667 4 5 84 NA
7142 2 715 DH_KE0314 36 ROG 2017 2017.ROG 5 5 20 45 119.3333333 1 5 74 NA
7143 2 715 DH_KE0195 36 ROG 2017 2017.ROG 3 6 25.33333333 67.33333333 161.6666667 1 1 68 NA
7144 2 715 DH_KE0465 36 ROG 2017 2017.ROG 6 7 32 71.33333333 160.6666667 4 4 72 NA
7145 2 715 DH_PE0125 36 ROG 2017 2017.ROG 6 6 28 69.33333333 128.3333333 1 4 72 NA
7146 2 715 DH_KE0125 36 ROG 2017 2017.ROG 5 6 26.33333333 66.66666667 141 2 4 72 NA
7147 2 715 DH_PE0362 36 ROG 2017 2017.ROG 7 8 28.66666667 82.66666667 112.6666667 1 3 72 NA
7149 2 715 DH_PE0400 36 ROG 2017 2017.ROG 5 6 25.66666667 67.33333333 119.6666667 1 4 70 NA
7150 2 715 DH_KE0472 36 ROG 2017 2017.ROG 6 7 28 75 144.6666667 1 4 70 NA
7151 2 716 DH_PE0478 36 ROG 2017 2017.ROG 5 6 26.33333333 69.66666667 144.6666667 2 5 70 NA
7152 2 716 DH_KE0267 36 ROG 2017 2017.ROG 3 4 13.33333333 45.33333333 180.6666667 1 3 82 NA
7153 2 716 DH_PE0061 36 ROG 2017 2017.ROG 6 6 21.5 54.5 120 1 3 68 NA
7154 2 716 DH_PE0251 36 ROG 2017 2017.ROG 6 6 24.33333333 68 117 1 4 78 NA
7155 2 716 DH_PE0081 36 ROG 2017 2017.ROG 5 6 20.33333333 57.66666667 77.66666667 1 1 70 NA
7156 2 716 DH_PE0471 36 ROG 2017 2017.ROG 5 6 29 68.66666667 134.3333333 1 4 66 NA
7157 2 716 DH_KE0078 36 ROG 2017 2017.ROG 5 6 25 60.33333333 76 1 1 78 NA
7160 2 716 DH_PE0413 36 ROG 2017 2017.ROG 7 7 32 79.33333333 137 1 6 70 NA
7161 2 717 DH_KE0512 36 ROG 2017 2017.ROG 7 7 30.33333333 66 124 1 5 66 NA
7162 2 717 DH_PE0152 36 ROG 2017 2017.ROG 6 6 27.33333333 58.33333333 103 1 8 74 NA
7163 2 717 DH_PE0475 36 ROG 2017 2017.ROG 6 7 25 73.66666667 118 1 5 70 NA
7164 2 717 DH_PE0468 36 ROG 2017 2017.ROG 6 7 33 83.33333333 134.3333333 1 5 66 NA
7165 2 717 DH_KE0006 36 ROG 2017 2017.ROG 5 6 24 58 116.6666667 1 4 74 NA
7166 2 717 DH_KE0193 36 ROG 2017 2017.ROG 5 6 24.66666667 58 110 1 6 68 NA
7167 2 717 DH_KE0123 36 ROG 2017 2017.ROG 6 6 27 73.66666667 180.3333333 5 1 80 NA
7168 2 717 DH_PE0401 36 ROG 2017 2017.ROG 6 7 22.66666667 57.33333333 120.6666667 1 2 72 NA
7169 2 717 DH_PE0283 36 ROG 2017 2017.ROG 6 7 33 74.33333333 120 4 5 68 NA
7170 2 717 DH_LL0098 36 ROG 2017 2017.ROG 6 6 31.66666667 69.66666667 126.3333333 2 1 70 NA
7171 2 718 DH_PE0405 36 ROG 2017 2017.ROG 6 6 28.66666667 68.66666667 150.3333333 1 4 68 NA
7173 2 718 DH_PE0056 36 ROG 2017 2017.ROG 6 5 25.66666667 57.33333333 91.33333333 1 4 70 NA
7174 2 718 DH_KE0040 36 ROG 2017 2017.ROG 8 8 40 75 164.6666667 1 6 64 NA
7175 2 718 DH_PE0122 36 ROG 2017 2017.ROG 7 7 41.66666667 90 154.3333333 1 5 72 NA
7176 2 718 DH_KE0569 36 ROG 2017 2017.ROG 3 4 19.33333333 35.66666667 110 1 1 76 NA
7178 2 718 DH_KE0194 36 ROG 2017 2017.ROG 6 7 27.33333333 74.66666667 125.3333333 1 2 72 NA
7179 2 718 DH_KE0145 36 ROG 2017 2017.ROG 4 6 25.33333333 71 142 1 1 68 NA
7180 2 718 DH_KE0043 36 ROG 2017 2017.ROG 6 6 27.66666667 66 125 1 1 70 NA
7181 2 719 DH_KE0143 36 ROG 2017 2017.ROG 6 6 25.33333333 70.33333333 127.3333333 1 2 70 NA
7182 2 719 DH_KE0096 36 ROG 2017 2017.ROG 6 7 29.66666667 67.66666667 133.6666667 1 4 66 NA
7183 2 719 DH_KE0617 36 ROG 2017 2017.ROG 6 7 36 80.66666667 172 9 2 74 NA
7184 2 719 DH_KE0715 36 ROG 2017 2017.ROG 6 7 26 74.33333333 162 1 3 74 NA
7185 2 719 DH_PE0470 36 ROG 2017 2017.ROG 7 7 35.66666667 90.66666667 148.6666667 1 4 70 NA
7186 2 719 DH_KE0198 36 ROG 2017 2017.ROG 6 7 29 79.66666667 130 8 4 68 NA
7187 2 719 DH_PE0165 36 ROG 2017 2017.ROG 5 6 23.66666667 67 114.6666667 1 3 68 NA
7188 2 719 DH_KE0060 36 ROG 2017 2017.ROG 6 6 27.33333333 67.33333333 144.6666667 1 1 64 NA
7189 2 719 DH_PE0282 36 ROG 2017 2017.ROG 6 6 34.66666667 72.66666667 143 1 8 70 NA
7190 2 719 DH_KE0525 36 ROG 2017 2017.ROG 7 7 29 67.33333333 130 1 2 68 NA
7192 2 720 DH_PE0313 36 ROG 2017 2017.ROG 6 7 28.66666667 76 128.3333333 1 2 64 NA
7193 2 720 DH_PE0099 36 ROG 2017 2017.ROG 7 6 33.33333333 74.66666667 94.66666667 1 7 70 NA
7194 2 720 DH_KE0153 36 ROG 2017 2017.ROG 4 6 24.66666667 63.66666667 160.3333333 2 1 72 NA
7196 2 720 DH_KE0075 36 ROG 2017 2017.ROG 5 6 24.33333333 62.33333333 153 1 1 78 NA
7197 2 720 DH_PE0363 36 ROG 2017 2017.ROG 7 7 32.66666667 95 151.3333333 1 6 70 NA
7198 2 720 DH_KE0298 36 ROG 2017 2017.ROG 5 4 23.66666667 54.66666667 107.3333333 1 1 82 NA
7199 2 720 DH_PE0532 36 ROG 2017 2017.ROG 6 6 28.66666667 72.33333333 114 1 4 68 NA
7200 2 720 DH_PE0184 36 ROG 2017 2017.ROG 6 7 26.66666667 67.66666667 99 1 4 64 NA
7201 1 721 DH_KE0178 37 ROG 2017 2017.ROG 4 5 15.66666667 45.66666667 131 9 1 74 NA
7202 1 721 DH_KE0053 37 ROG 2017 2017.ROG 5 6 19.33333333 55 165.6666667 9 1 70 NA
7203 1 721 DH_LL0090 37 ROG 2017 2017.ROG 6 6 30.33333333 69 119.3333333 1 1 68 NA
7205 1 721 DH_KE0274 37 ROG 2017 2017.ROG 5 6 24.33333333 68.33333333 179 1 1 84 NA
7206 1 721 DH_KE0146 37 ROG 2017 2017.ROG 6 7 26.33333333 69.33333333 168.3333333 1 4 84 NA
7207 1 721 DH_PE0688 37 ROG 2017 2017.ROG 5 6 26.33333333 64.33333333 77.33333333 1 4 68 NA
7208 1 721 DH_KE0012 37 ROG 2017 2017.ROG 7 7 26.66666667 76.33333333 120.6666667 1 1 68 NA
7209 1 721 DH_PE0386 37 ROG 2017 2017.ROG 6 6 28 71.66666667 107 1 4 72 NA
7210 1 721 DH_KE0497 37 ROG 2017 2017.ROG 6 7 30.33333333 73.66666667 137.3333333 1 4 70 NA
7211 1 722 DH_PE0012 37 ROG 2017 2017.ROG 6 6 29.66666667 71.66666667 98.66666667 1 4 74 NA
7212 1 722 DH_KE0373 37 ROG 2017 2017.ROG 6 6 27 61.33333333 129.3333333 1 4 64 NA
7215 1 722 DH_KE0510 37 ROG 2017 2017.ROG 5 6 24.66666667 62 130.3333333 1 5 68 NA
7216 1 722 DH_PE0383 37 ROG 2017 2017.ROG 6 6 27.33333333 70 130 1 6 72 NA
7217 1 722 DH_KE0078 37 ROG 2017 2017.ROG 4 5 21.33333333 53 102.6666667 1 1 80 NA
7218 1 722 DH_PE0099 37 ROG 2017 2017.ROG 7 6 29.66666667 70 87.33333333 1 7 70 NA
7219 1 722 DH_KE0270 37 ROG 2017 2017.ROG 4 5 19 54 130.3333333 9 4 66 NA
7220 1 722 DH_KE0525 37 ROG 2017 2017.ROG 7 7 32 70.33333333 130.6666667 1 4 66 NA
7221 1 723 DH_KE0030 37 ROG 2017 2017.ROG 6 6 26.66666667 59 142.3333333 2 3 64 NA
7222 1 723 EP1 37 ROG 2017 2017.ROG 6 7 24.66666667 64 123.3333333 1 1 72 NA
7223 1 723 DH_KE0006 37 ROG 2017 2017.ROG 5 6 23.66666667 59 111.3333333 1 4 76 NA
7224 1 723 DH_KE0133 37 ROG 2017 2017.ROG 4 6 22 58 133 1 5 70 NA
7225 1 723 DH_KE0062 37 ROG 2017 2017.ROG 4 6 22.33333333 64.66666667 142.6666667 1 1 78 NA
7226 1 723 DH_KE0149 37 ROG 2017 2017.ROG 6 6 25.66666667 60.33333333 154 8 1 72 NA
7227 1 723 DH_PE0372 37 ROG 2017 2017.ROG 4 5 22.33333333 49.66666667 90.33333333 1 6 76 NA
7228 1 723 DH_PE0457 37 ROG 2017 2017.ROG 5 6 33 74.33333333 127.6666667 2 6 64 NA
7230 1 723 DH_KE0047 37 ROG 2017 2017.ROG 5 6 25.33333333 73.33333333 127.3333333 9 5 70 NA
7231 1 724 DH_KE0263 37 ROG 2017 2017.ROG 5 3 23 49 68.66666667 1 1 82 NA
7232 1 724 DH_KE0453 37 ROG 2017 2017.ROG 6 7 31 75.33333333 120 9 5 66 NA
7233 1 724 DH_KE0129 37 ROG 2017 2017.ROG 5 5 26.33333333 58.66666667 99 1 1 70 NA
7234 1 724 DH_PE0110 37 ROG 2017 2017.ROG 6 6 22.66666667 60.33333333 81.66666667 1 6 70 NA
7235 1 724 DH_PE0712 37 ROG 2017 2017.ROG 6 6 26.66666667 59 126.6666667 1 3 70 NA
7236 1 724 DH_KE0669 37 ROG 2017 2017.ROG 7 7 35.33333333 69.66666667 161 1 1 78 NA
7237 1 724 DH_PE0494 37 ROG 2017 2017.ROG 5 5 25.33333333 62 139 2 1 72 NA
7238 1 724 DH_PE0010 37 ROG 2017 2017.ROG 6 6 26.66666667 65 95 1 5 70 NA
7239 1 724 DH_PE0550 37 ROG 2017 2017.ROG 4 6 27.66666667 69 115 1 6 68 NA
7240 1 724 DH_KE0060 37 ROG 2017 2017.ROG 6 7 26.66666667 70.33333333 137.3333333 1 2 64 NA
7241 1 725 DH_PE0259 37 ROG 2017 2017.ROG 6 6 25.33333333 66.66666667 122.3333333 1 6 70 NA
7243 1 725 DH_PE0704 37 ROG 2017 2017.ROG 6 7 27.66666667 70.33333333 112.6666667 1 2 64 NA
7244 1 725 DH_PE0025 37 ROG 2017 2017.ROG 5 6 23 66 80.33333333 1 3 64 NA
7245 1 725 DH_PE0281 37 ROG 2017 2017.ROG 7 6 39.33333333 86.33333333 104.3333333 1 5 68 NA
7246 1 725 DH_KE0037 37 ROG 2017 2017.ROG 6 6 23.66666667 62.66666667 126 2 2 68 NA
7247 1 725 DH_KE0162 37 ROG 2017 2017.ROG 4 4 13.66666667 43 107.3333333 9 3 74 NA
7248 1 725 DH_PE0723 37 ROG 2017 2017.ROG 5 5 17 48.66666667 85.66666667 1 4 68 NA
7249 1 725 DH_PE0413 37 ROG 2017 2017.ROG 7 6 34.33333333 76 120 1 6 70 NA
7250 1 725 DH_PE0657 37 ROG 2017 2017.ROG 6 6 30 79 94.33333333 1 6 76 NA
7251 1 726 DH_PE0049 37 ROG 2017 2017.ROG 5 5 21.33333333 55.33333333 118.6666667 1 4 80 NA
7252 1 726 DH_PE0532 37 ROG 2017 2017.ROG 5 6 19.33333333 63.66666667 110.6666667 1 3 70 NA
7253 1 726 DH_KE0333 37 ROG 2017 2017.ROG 3 5 32 68.33333333 144.6666667 1 2 70 NA
7254 1 726 DH_PE0659 37 ROG 2017 2017.ROG 7 6 33.66666667 82.33333333 134 1 4 70 NA
7255 1 726 DH_PE0033 37 ROG 2017 2017.ROG 5 5 18 54.33333333 110.3333333 1 5 72 NA
7257 1 726 F2 37 ROG 2017 2017.ROG 6 7 28 71.66666667 144.6666667 1 2 64 NA
7258 1 726 DH_PE0674 37 ROG 2017 2017.ROG 5 6 28.33333333 72.66666667 89.33333333 1 4 64 NA
7259 1 726 DH_KE0530 37 ROG 2017 2017.ROG 5 6 24.33333333 65.33333333 118 3 5 72 NA
7260 1 726 DH_PE0114 37 ROG 2017 2017.ROG 6 5 26.66666667 66.66666667 125.3333333 1 4 76 NA
7261 1 727 DH_KE0153 37 ROG 2017 2017.ROG 5 6 23.66666667 64.33333333 155.3333333 1 1 72 NA
7262 1 727 DH_PE0251 37 ROG 2017 2017.ROG 6 6 19.66666667 54 129.6666667 1 4 78 NA
7263 1 727 DH_KE0248 37 ROG 2017 2017.ROG 3 5 21 52 136 1 1 76 NA
7264 1 727 DH_KE0079 37 ROG 2017 2017.ROG 3 4 24.33333333 47 99 1 2 72 NA
7265 1 727 DH_PE0400 37 ROG 2017 2017.ROG 6 6 34.66666667 74.66666667 104.3333333 1 5 72 NA
7267 1 727 DH_KE0395 37 ROG 2017 2017.ROG 3 3 13.66666667 34 143 2 1 91 NA
7268 1 727 DH_KE0437 37 ROG 2017 2017.ROG 6 6 25.33333333 62.66666667 107 1 5 70 NA
7269 1 727 DH_KE0112 37 ROG 2017 2017.ROG 4 5 23 58.33333333 123.6666667 1 5 72 NA
7270 1 727 DH_PE0706 37 ROG 2017 2017.ROG 7 7 29.66666667 70.33333333 134 7 2 70 NA
7271 1 728 F7 37 ROG 2017 2017.ROG 6 7 24.33333333 71 92 1 4 64 NA
7272 1 728 DH_LL0095 37 ROG 2017 2017.ROG 5 4 19.33333333 43.66666667 85.66666667 1 1 66 NA
7273 1 728 DH_PE0375 37 ROG 2017 2017.ROG 5 6 24.33333333 62 138 1 3 80 NA
7274 1 728 DH_PE0204 37 ROG 2017 2017.ROG 6 7 27 64 120.6666667 2 4 66 NA
7275 1 728 DH_PE0024 37 ROG 2017 2017.ROG 6 6 25 77 121.6666667 1 4 68 NA
7277 1 728 DH_KE0193 37 ROG 2017 2017.ROG 4 5 22.33333333 53 118.6666667 1 5 70 NA
7278 1 728 DH_PE0156 37 ROG 2017 2017.ROG 5 6 23.66666667 63.33333333 115.6666667 1 6 72 NA
7279 1 728 DH_PE0472 37 ROG 2017 2017.ROG 6 6 26.66666667 57 164.3333333 1 3 74 NA
7280 1 728 DH_KE0442 37 ROG 2017 2017.ROG 6 7 27.66666667 68 166.3333333 5 2 76 NA
7281 1 729 DH_KE0025 37 ROG 2017 2017.ROG 4 4 21.66666667 41 135.6666667 2 1 84 NA
7282 1 729 DH_KE0556 37 ROG 2017 2017.ROG 5 5 22.33333333 52.66666667 109 1 3 74 NA
7283 1 729 DH_PE0246 37 ROG 2017 2017.ROG 6 5 23.33333333 56.33333333 100 1 4 72 NA
7284 1 729 DH_PE0363 37 ROG 2017 2017.ROG 7 7 31 87 158.3333333 1 6 68 NA
7285 1 729 DH_PE0190 37 ROG 2017 2017.ROG 5 5 22 52.66666667 80.33333333 1 4 76 NA
7286 1 729 DH_PE0651 37 ROG 2017 2017.ROG 5 5 21.33333333 63.33333333 99.66666667 1 2 72 NA
7287 1 729 DH_PE0260 37 ROG 2017 2017.ROG 6 6 27.33333333 69 106.6666667 1 4 68 NA
7288 1 729 DH_KE0425 37 ROG 2017 2017.ROG 7 7 32.66666667 71 152 1 1 70 NA
7289 1 729 DH_PE0514 37 ROG 2017 2017.ROG 6 6 25 60.33333333 113.6666667 1 1 70 NA
7290 1 729 DH_KE0096 37 ROG 2017 2017.ROG 6 6 27 67 114 1 2 70 NA
7291 1 730 DH_PE0717 37 ROG 2017 2017.ROG 6 6 31.66666667 73.33333333 80 1 3 68 NA
7293 1 730 DH_KE0058 37 ROG 2017 2017.ROG 5 6 21.66666667 56.66666667 113.6666667 1 2 68 NA
7294 1 730 DH_PE0223 37 ROG 2017 2017.ROG 6 5 24.33333333 59.66666667 129.6666667 4 2 72 NA
7295 1 730 DH_KE0557 37 ROG 2017 2017.ROG 7 6 28.33333333 70.66666667 129.6666667 1 1 72 NA
7296 1 730 DH_PE0138 37 ROG 2017 2017.ROG 5 5 23.33333333 57.66666667 89.33333333 1 7 76 NA
7297 1 730 DH_PE0154 37 ROG 2017 2017.ROG 5 6 20.33333333 61.33333333 116 5 5 76 NA
7298 1 730 DH_KE0036 37 ROG 2017 2017.ROG 4 5 19.33333333 50.33333333 110.6666667 9 2 80 NA
7299 1 730 DH_KE0345 37 ROG 2017 2017.ROG 4 5 23.66666667 55 144.6666667 9 4 70 NA
7300 1 730 DH_PE0113 37 ROG 2017 2017.ROG 6 6 25 57.66666667 75 1 8 70 NA
7301 2 731 DH_PE0386 37 ROG 2017 2017.ROG 5 5 29 69.66666667 96.66666667 1 4 74 NA
7302 2 731 DH_KE0112 37 ROG 2017 2017.ROG 4 4 18 44.33333333 103.3333333 4 1 76 NA
7303 2 731 DH_KE0345 37 ROG 2017 2017.ROG 5 5 24 56 146.3333333 8 4 68 NA
7304 2 731 DH_KE0530 37 ROG 2017 2017.ROG 6 6 29.66666667 71.33333333 121 6 5 72 NA
7305 2 731 DH_PE0550 37 ROG 2017 2017.ROG 5 6 27.33333333 67.66666667 122 1 4 68 NA
7307 2 731 DH_PE0472 37 ROG 2017 2017.ROG 6 6 30 58 159 5 4 74 NA
7308 2 731 DH_PE0413 37 ROG 2017 2017.ROG 6 6 29 76.33333333 126.3333333 1 5 72 NA
7309 2 731 DH_PE0514 37 ROG 2017 2017.ROG 6 6 24.66666667 63.66666667 113.3333333 1 1 72 NA
7310 2 731 DH_KE0270 37 ROG 2017 2017.ROG 5 5 19.33333333 55.66666667 125.6666667 9 1 70 NA
7312 2 732 DH_KE0153 37 ROG 2017 2017.ROG 5 6 27.33333333 59 156.6666667 2 1 74 NA
7314 2 732 DH_PE0049 37 ROG 2017 2017.ROG 5 5 22.33333333 59.33333333 117 2 5 80 NA
7315 2 732 DH_KE0263 37 ROG 2017 2017.ROG 3 4 14.66666667 30.66666667 75 1 1 76 NA
7316 2 732 DH_KE0030 37 ROG 2017 2017.ROG 6 6 28 73.33333333 152.3333333 2 4 66 NA
7317 2 732 F7 37 ROG 2017 2017.ROG 5 6 23.33333333 73.66666667 93.33333333 1 4 64 NA
